,iso,glcode,name,lat,lon,genus,family,macroarea,country,tea,level,from
2094,ssb,sout2918,Sama (Southern),4.5,118.5,Sama-Bajaw,Austronesian,Papunesia,MY PH,,language,wals1
2095,ndi,samb1305,Samba Leko,8.5,12.5,Adamawa,Niger-Congo,Africa,CM NG,,language,wals1
2096,smo,samo1305,Samoan,-13.9166666667,-171.833333333,Oceanic,Austronesian,Papunesia,AS WS,,language,wals1
2097,sad,sand1273,Sandawe,-5.0,35.0,Sandawe,Sandawe,Africa,TZ,,language,wals1
2098,sxn,sang1336,Sangir,3.5,125.5,Sangiric,Austronesian,Papunesia,ID,,language,wals1
2099,sag,sang1328,Sango,5.0,18.0,Ubangi,Niger-Congo,Africa,CF,1 Words derived from Sinitic cha,language,wals1
2100,snq,sang1333,Sangu,-1.5,11.8333333333,Bantoid,Niger-Congo,Africa,GA,,language,wals1
2101,sce,dong1285,Santa,31.5,107.5,Mongolic,Altaic,Eurasia,CN,,language,wals1
2102,sat,sant1410,Santali,24.5,87.0,Munda,Austro-Asiatic,Eurasia,IN,,language,wals1
2103,xsu,sanu1240,Sanuma,4.5,-64.6666666667,Yanomam,Yanomam,South America,BR VR,,language,wals1
2104,spu,sapu1248,Sapuan,15.1666666667,106.833333333,Bahnaric,Austro-Asiatic,Eurasia,LA,,language,wals1
2105,srm,sara1340,Saramaccan,4.5,-55.5,Creoles and Pidgins,other,South America,SR GF,,language,wals1
2106,srs,sars1236,Sarcee,52.5,-116.0,Athapaskan,Na-Dene,North America,CA,,language,wals1
2107,sro,camp1261,Sardinian,40.0,9.0,Romance,Indo-European,Eurasia,IT,,language,wals1
2108,dju,kapr1245,Sare,-4.5,143.166666667,Sepik Hill,Sepik,Papunesia,PG,,language,wals1
2109,ybe,west2402,Saryg Yughur,38.75,99.75,Turkic,Altaic,Eurasia,CN,,language,wals1
2110,sdg,savi1242,Savi,35.0,71.5,Indic,Indo-European,Eurasia,AF,,language,wals1
2111,svs,savo1255,Savosavo,-9.13333333333,159.8,Savosavo,Solomons East Papuan,Papunesia,SB,,language,wals1
2112,szw,sawa1247,Sawai,0.5,128.0,South Halmahera - West New Guinea,Austronesian,Papunesia,ID,,language,wals1
2113,hvn,sabu1255,Sawu,-11.5,121.916666667,Central Malayo-Polynesian,Austronesian,Papunesia,ID,,language,wals1
2114,pos,sayu1241,Sayultec,17.8333333333,-95.0,Mixe-Zoque,Mixe-Zoque,North America,MX,,language,wals1
2115,kpz,kups1238,Sebei,1.33333333333,34.5833333333,Nilotic,Eastern Sudanic,Africa,UG,,language,wals1
2116,sey,seco1241,Secoya,-0.333333333333,-76.0,Tucanoan,Tucanoan,South America,EC PE,,language,wals1
2117,sed,seda1262,Sedang,14.8333333333,108.0,Bahnaric,Austro-Asiatic,Eurasia,VN,,language,wals1
2118,trv,taro1264,Seediq,24.1666666667,121.416666667,Atayalic,Austronesian,Papunesia,TW,,language,wals1
2119,slu,sela1259,Selaru,-8.2,131.0,Central Malayo-Polynesian,Austronesian,Papunesia,ID,,language,wals1
2120,sly,sela1260,Selayar,-6.0,120.5,South Sulawesi,Austronesian,Papunesia,ID,,language,wals1
2121,spl,sele1250,Selepet,-6.16666666667,147.166666667,Finisterre-Huon,Trans-New Guinea,Papunesia,PG,,language,wals1
2122,ona,onaa1245,Selknam,-53.0,-70.0,Chon Proper,Chon,South America,AR,,language,wals1
2123,sel,selk1253,Selkup,65.0,82.0,Samoyedic,Uralic,Eurasia,RU,,language,wals1
2124,nsm,sumi1235,Sema,26.0,94.5,Kuki-Chin,Sino-Tibetan,Eurasia,IN,,language,wals1
2125,sea,sema1266,Semai,4.33333333333,101.666666667,Aslian,Austro-Asiatic,Eurasia,MY,,language,wals1
2126,sdm,sema1269,Semandang,-0.75,110.5,Land Dayak,Austronesian,Papunesia,ID,,language,wals1
2127,sif,siam1242,Seme,11.0,-4.91666666667,Kru,Niger-Congo,Africa,BF,,language,wals1
2128,sza,seme1247,Semelai,3.0,103.0,Aslian,Austro-Asiatic,Eurasia,MY,,language,wals1
2129,mus,cree1270,Seminole,33.0,-84.0,Muskogean,Muskogean,North America,US,,language,wals1
2130,seh,nucl1396,Sena,-18.0,35.25,Bantoid,Niger-Congo,Africa,MZ,,language,wals1
2131,sef,ceba1235,Senadi,9.5,-6.25,Gur,Niger-Congo,Africa,CI,,language,wals1
2132,see,sene1264,Seneca,42.5,-77.5,Northern Iroquoian,Iroquoian,North America,US,,language,wals1
2133,szg,seng1278,Sengele,-1.83333333333,17.3333333333,Bantoid,Niger-Congo,Africa,CD,,language,wals1
2134,set,nucl1632,Sentani,-2.58333333333,140.583333333,Sentani,Sentani,Papunesia,ID,,language,wals1
2135,hrv,sout1528,Serbian-Croatian,44.0,19.0,Slavic,Indo-European,Eurasia,RS BA HR,1 Words derived from Sinitic cha,language,wals1
2136,sei,seri1257,Seri,29.0,-112.0,Seri,Hokan,North America,MX,,language,wals1
2137,ser,serr1255,Serrano,34.5,-117.0,California Uto-Aztecan,Uto-Aztecan,North America,US,,language,wals1
2138,sot,sout2807,Sesotho,-28.0,27.0,Bantoid,Niger-Congo,Africa,ZA LS,2 Words derived from Min Nan Chinese te,language,wals1
2139,crs,sese1246,Seychelles Creole,-4.75,55.5,Creoles and Pidgins,other,Eurasia,SC,,language,wals1
2140,sbf,shab1252,Shabo,7.58333333333,35.4166666667,Shabo,Shabo,Africa,ET,,language,wals1
2141,ksb,sham1280,Shambala,-4.25,38.25,Bantoid,Niger-Congo,Africa,TZ,,language,wals1
2142,shn,shan1277,Shan,22.0,98.0,Kam-Tai,Tai-Kadai,Eurasia,MM,,language,wals1
2143,mcd,shar1245,Sharanahua,-11.0,-70.0,Panoan,Panoan,South America,PE BR,,language,wals1
2144,sht,shas1239,Shasta,41.8333333333,-122.666666667,Shasta,Hokan,North America,US,,language,wals1
2145,shj,shat1244,Shatt,10.8333333333,30.0,Daju,Eastern Sudanic,Africa,SD,,language,wals1
2146,sjw,shaw1249,Shawnee,40.0,-83.0,Algonquian,Algic,North America,US,,language,wals1
2147,swv,shek1243,Shekhawati,28.0,75.5,Indic,Indo-European,Eurasia,IN,,language,wals1
2148,sdp,sher1257,Sherdukpen,27.0,92.5,Western Arunachal,Sino-Tibetan,Eurasia,IN,,language,wals1
2149,xsr,sher1255,Sherpa,27.75,86.8333333333,Bodic,Sino-Tibetan,Eurasia,NP,,language,wals1
2150,bod,tibe1272,Shigatse,29.0,89.0,Bodic,Sino-Tibetan,Eurasia,CN,,language,wals1
2151,shk,shil1265,Shilluk,9.66666666667,31.75,Nilotic,Eastern Sudanic,Africa,SD,,language,wals1
2152,scl,shin1264,Shina,36.0,74.0,Indic,Indo-European,Eurasia,PK,,language,wals1
2153,bwo,boro1277,Shinassha,10.4166666667,36.1666666667,North Omotic,Afro-Asiatic,Africa,ET,1 Words derived from Sinitic cha,language,wals1
2154,shp,ship1254,Shipibo-Konibo,-7.5,-75.0,Panoan,Panoan,South America,PE,,language,wals1
2155,yuy,east2337,Shira Yughur,38.0,99.0,Mongolic,Altaic,Eurasia,CN,,language,wals1
2156,shb,nina1238,Shiriana,3.5,-62.8333333333,Yanomam,Yanomam,South America,VR BR,,language,wals1
2157,,shom1245,Shompen,7.0,93.75,Shompen,Shompen,Eurasia,IN,,language,wals1
2158,sna,shon1251,Shona,-18.0,31.0,Bantoid,Niger-Congo,Africa,ZW,,language,wals1
2159,cjs,shor1247,Shor,53.0,88.0,Turkic,Altaic,Eurasia,RU,,language,wals1
2160,shh,shos1248,Shoshone,41.0,-114.0,Numic,Uto-Aztecan,North America,US,,language,wals1
2161,shh,shos1248,Shoshone (Wind River),43.4166666667,-108.833333333,Numic,Uto-Aztecan,North America,US,,language,wals1
2162,ryu,cent2126,Shuri,26.5,127.5,Japanese,Japanese,Eurasia,JP,,language,wals1
2163,shs,shus1248,Shuswap,52.0,-120.0,Interior Salish,Salishan,North America,CA,,language,wals1
2164,snp,sian1257,Siane,-6.08333333333,145.2,Eastern Highlands,Trans-New Guinea,Papunesia,PG,,language,wals1
2165,sjr,siar1238,Siar,-4.66666666667,152.916666667,Oceanic,Austronesian,Papunesia,PG,,language,wals1
2166,sid,sida1246,Sidaama,6.66666666667,38.5,Highland East Cushitic,Afro-Asiatic,Africa,ET,,language,wals1
2167,ski,sika1262,Sika,-8.7,122.25,Central Malayo-Polynesian,Austronesian,Papunesia,ID,,language,wals1
2168,tty,sika1263,Sikaritai,-2.91666666667,138.25,Lakes Plain,Lakes Plain,Papunesia,ID,,language,wals1
2169,sip,sikk1242,Sikkimese,27.8333333333,88.5,Bodic,Sino-Tibetan,Eurasia,IN,,language,wals1
2170,guh,guah1255,Sikuani,6.25,-71.5,Guahiban,Guahiban,South America,CO,,language,wals1
2171,skh,siku1242,Sikule,2.66666666667,96.0,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,ID,,language,wals1
2172,dau,dars1235,Sila,12.3333333333,21.75,Daju,Eastern Sudanic,Africa,TD,,language,wals1
2173,smr,sime1241,Simeulue,2.5,96.25,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,ID,,language,wals1
2174,snc,sina1266,Sinaugoro,-9.83333333333,147.833333333,Oceanic,Austronesian,Papunesia,PG,,language,wals1
2175,snd,sind1272,Sindhi,26.0,69.0,Indic,Indo-European,Eurasia,PK IN,1 Words derived from Sinitic cha,language,wals1
2176,sin,sinh1246,Sinhala,7.0,80.5,Indic,Indo-European,Eurasia,LK,2 Words derived from Min Nan Chinese te,language,wals1
2177,xsi,sioo1240,Sio,-5.95,147.333333333,Oceanic,Austronesian,Papunesia,PG,,language,wals1
2178,snn,sion1247,Siona,0.333333333333,-76.25,Tucanoan,Tucanoan,South America,CO EC,,language,wals1
2179,qum,sipa1247,Sipakapense,15.25,-91.75,Mayan,Mayan,North America,GT,,language,wals1
2180,fos,sira1267,Siraya,23.0,120.25,East Formosan,Austronesian,Papunesia,TW,,language,wals1
2181,sri,siri1274,Siriano,0.75,-70.1666666667,Tucanoan,Tucanoan,South America,BR CO,,language,wals1
2182,srq,siri1273,Sirionó,-15.5833333333,-64.0,Tupi-Guaraní,Tupian,South America,BO,,language,wals1
2183,ssd,siro1249,Siroi,-5.5,146.0,Madang,Trans-New Guinea,Papunesia,PG,,language,wals1
2184,sld,west2465,Sisaala,10.8333333333,-2.66666666667,Gur,Niger-Congo,Africa,GH,,language,wals1
2185,baa,baba1268,Sisiqa,-7.0,156.833333333,Oceanic,Austronesian,Papunesia,SB,,language,wals1
2186,sis,sius1254,Siuslaw,44.0,-124.0,Siuslawan,Oregon Coast,North America,US,,language,wals1
2187,skv,nucl1634,Skou,-2.66666666667,140.916666667,Western Skou,Skou,Papunesia,ID,,language,wals1
2188,xsl,slav1253,Slave,67.0,-125.0,Athapaskan,Na-Dene,North America,CA,,language,wals1
2189,xsl,sout2959,Slavey,60.0,-120.0,Athapaskan,Na-Dene,North America,CA,,language,wals1
2190,slk,slov1269,Slovak,49.0,20.0,Slavic,Indo-European,Eurasia,SK,1 Words derived from Sinitic cha,language,wals1
2191,slv,slov1268,Slovene,46.0,15.0,Slavic,Indo-European,Eurasia,SI,1 Words derived from Sinitic cha,language,wals1
2192,csb,kash1274,Slovincian,54.0,16.0,Slavic,Indo-European,Eurasia,PL,,language,wals1
2193,teu,sooo1256,So,2.58333333333,34.75,Kuliak,Eastern Sudanic,Africa,UG,,language,wals1
2194,sob,sobe1238,Sobei,-1.91666666667,138.75,Oceanic,Austronesian,Papunesia,ID,,language,wals1
2195,gru,kist1241,Soddo,8.5,38.5,Semitic,Afro-Asiatic,Africa,ET,,language,wals1
2196,evn,even1259,Solon,48.0,120.0,Tungusic,Altaic,Eurasia,CN,,language,wals1
2197,som,soma1255,Somali,3.0,45.0,Lowland East Cushitic,Afro-Asiatic,Africa,SO,1 Words derived from Sinitic cha,language,wals1
2198,sop,song1303,Songe,-6.83333333333,22.0,Bantoid,Niger-Congo,Africa,CD,,language,wals1
2199,str,stra1244,Songish,48.45,-123.333333333,Central Salish,Salishan,North America,CA,,language,wals1
2200,snk,soni1259,Soninke,15.0,-10.5,Western Mande,Mande,Africa,CI SN BF ML,3 Others,language,wals1
2201,sov,sons1242,Sonsorol-Tobi,5.33333333333,132.25,Oceanic,Austronesian,Papunesia,PW,,language,wals1
2202,str,stra1244,Sooke,48.3333333333,-123.75,Central Salish,Salishan,North America,CA,,language,wals1
2203,sqt,soqo1240,Soqotri,12.5,54.0,Semitic,Afro-Asiatic,Africa,YE,,language,wals1
2204,srb,sora1254,Sora,20.0,84.3333333333,Munda,Austro-Asiatic,Eurasia,IN,,language,wals1
2205,hsb,sorb1249,Sorbian,51.5,14.0,Slavic,Indo-European,Eurasia,DE,,language,wals1
2206,dsb,lowe1385,Sorbian (Lower),51.75,14.3333333333,Slavic,Indo-European,Eurasia,DE,,language,wals1
2207,hsb,uppe1395,Sorbian (Upper),51.8333333333,14.5,Slavic,Indo-European,Eurasia,DE,,language,wals1
2208,nso,pedi1238,Sotho (Northern),-24.0,29.0,Bantoid,Niger-Congo,Africa,ZA,,language,wals1
2209,mnx,mani1235,Sougb,-1.5,134.0,East Bird's Head,East Bird's Head,Papunesia,ID,,language,wals1
2210,kvk,kore1273,South Korean Sign Language,37.0,128.0,Sign Languages,other,Eurasia,KR,,language,wals1
2211,tvk,sout2859,Southeast Ambrym,-16.3,168.216666667,Oceanic,Austronesian,Papunesia,VU,,language,wals1
2212,spa,stan1288,Spanish,40.0,-4.0,Romance,Indo-European,Eurasia,ES,2 Words derived from Min Nan Chinese te,language,wals1
2213,spa,stan1288,Spanish (Canary Islands),28.0,-15.5833333333,Romance,Indo-European,Eurasia,ES,,language,wals1
2214,bod,tibe1272,Spitian,32.25,78.0,Bodic,Sino-Tibetan,Eurasia,IN,,language,wals1
2215,spo,spok1245,Spokane,47.6666666667,-117.75,Interior Salish,Salishan,North America,US,,language,wals1
2216,squ,squa1248,Squamish,49.6666666667,-123.166666667,Central Salish,Salishan,North America,CA,,language,wals1
2217,srn,sran1240,Sranan,5.83333333333,-55.3333333333,Creoles and Pidgins,other,South America,SR,2 Words derived from Min Nan Chinese te,language,wals1
2218,kpm,koho1244,Sre,11.5,108.0,Bahnaric,Austro-Asiatic,Eurasia,VN,,language,wals1
2219,stt,stie1250,Stieng,11.8333333333,106.75,Bahnaric,Austro-Asiatic,Eurasia,VN KH,,language,wals1
2220,sto,ston1242,Stoney,53.75,-116.5,Core Siouan,Siouan,North America,CA,,language,wals1
2221,sbs,subi1246,Subiya,-17.75,24.9166666667,Bantoid,Niger-Congo,Africa,,,language,wals1
2222,tgo,sude1239,Sudest,-11.5,153.45,Oceanic,Austronesian,Papunesia,PG,,language,wals1
2223,sue,suen1241,Suena,-7.75,147.55,Binanderean,Trans-New Guinea,Papunesia,PG,,language,wals1
2224,swi,suii1243,Sui,26.0,107.5,Kam-Tai,Tai-Kadai,Eurasia,CN,,language,wals1
2225,sui,suki1245,Suki,-8.0,141.75,Suki,Gogodala-Suki,Papunesia,PG,,language,wals1
2226,sub,suku1259,Suku,-6.0,17.6666666667,Bantoid,Niger-Congo,Africa,AO CD,,language,wals1
2227,suk,suku1261,Sukuma,-2.83333333333,32.0,Bantoid,Niger-Congo,Africa,TZ,,language,wals1
2228,sua,sulk1246,Sulka,-5.08333333333,151.916666667,Sulka,Sulka,Papunesia,PG,,language,wals1
2229,suv,sulu1241,Sulung,28.3333333333,93.25,Sulung,Sulung,Eurasia,IN,,language,wals1
2230,sum,sumo1243,Sumu,13.0,-84.5,Misumalpan,Misumalpan,North America,NI,,language,wals1
2231,sun,sund1252,Sundanese,-7.0,107.0,Malayo-Sumbawan,Austronesian,Papunesia,ID,2 Words derived from Min Nan Chinese te,language,wals1
2232,sjg,assa1269,Sungor,13.75,21.5,Taman,Eastern Sudanic,Africa,TD,,language,wals1
2233,spp,supy1237,Supyire,11.5,-5.58333333333,Gur,Niger-Congo,Africa,ML,,language,wals1
2234,sgz,surs1246,Sursurunga,-4.0,152.766666667,Oceanic,Austronesian,Papunesia,PG,,language,wals1
2235,sus,susu1250,Susu,10.0,-13.0,Western Mande,Mande,Africa,GN,,language,wals1
2236,sva,svan1243,Svan,43.0,42.5,Kartvelian,Kartvelian,Eurasia,GE,,language,wals1
2237,swl,swed1236,Svenska Teckenspråket,59.0,15.0,Sign Languages,other,Eurasia,SE,,language,wals1
2238,swh,swah1253,Swahili,-6.5,39.0,Bantoid,Niger-Congo,Africa,TZ,1 Words derived from Sinitic cha,language,wals1
2239,ssw,swat1243,Swati,-26.5,31.0,Bantoid,Niger-Congo,Africa,ZA SZ,,language,wals1
2240,swe,swed1254,Swedish,60.0,15.0,Germanic,Indo-European,Eurasia,FI SE,2 Words derived from Min Nan Chinese te,language,wals1
2241,swe,swed1254,Swedish (Västerbotten),64.25,19.75,Germanic,Indo-European,Eurasia,SE,,language,wals1
2242,slc,sali1298,Sáliba (in Colombia),6.0,-70.0,Sáliba,Sáliban,South America,VR CO,,language,wals1
2243,mky,east2440,Taba,0.0,127.5,South Halmahera - West New Guinea,Austronesian,Papunesia,ID,,language,wals1
2244,sst,sina1271,Tabare,-6.08333333333,145.0,Chimbu,Trans-New Guinea,Papunesia,PG,,language,wals1
2245,tby,taba1263,Tabaru,1.5,127.25,North Halmaheran,West Papuan,Papunesia,ID,,language,wals1
2246,tab,taba1259,Tabassaran,41.8333333333,47.9166666667,Lezgic,Nakh-Daghestanian,Eurasia,RU,,language,wals1
2247,tnm,tabl1243,Tabla,-2.45,140.416666667,Sentani,Sentani,Papunesia,ID,,language,wals1
2248,tap,taab1238,Tabwa,-8.0,29.5,Bantoid,Niger-Congo,Africa,ZM CD,,language,wals1
2249,tna,taca1256,Tacana,-13.5,-68.0,Tacanan,Tacanan,South America,BO,,language,wals1
2250,tgl,taga1270,Tagalog,15.0,121.0,Greater Central Philippine,Austronesian,Papunesia,PH,1 Words derived from Sinitic cha,language,wals1
2251,tbw,tagb1258,Tagbanwa (Aborlan),9.5,118.5,Greater Central Philippine,Austronesian,Papunesia,PH,,language,wals1
2252,tah,tahi1242,Tahitian,-17.6666666667,-149.583333333,Oceanic,Austronesian,Papunesia,PF,2 Words derived from Min Nan Chinese te,language,wals1
2253,gpn,taia1239,Taiap,-4.08333333333,144.5,Gapun,Gapun,Papunesia,PG,,language,wals1
2254,sps,sapo1253,Taiof,-5.53333333333,154.633333333,Oceanic,Austronesian,Papunesia,PG,,language,wals1
2255,tbg,nort2920,Tairora,-6.5,146.0,Eastern Highlands,Trans-New Guinea,Papunesia,PG,,language,wals1
2256,,minn1241,Taiwanese,25.0,121.5,Chinese,Sino-Tibetan,Eurasia,TW,2 Words derived from Min Nan Chinese te,language,wals1
2257,tss,taiw1241,Taiwanese Sign Language (Ziran Shouyu),24.0,121.0,Sign Languages,other,Papunesia,TW,,language,wals1
2258,tgk,taji1245,Tajik,38.6666666667,70.0,Iranian,Indo-European,Eurasia,TJ,1 Words derived from Sinitic cha,language,wals1
2259,tkm,take1257,Takelma,42.5,-123.0,Takelma,Takelma,North America,US,,language,wals1
2260,tbc,taki1248,Takia,-4.66666666667,146.0,Oceanic,Austronesian,Papunesia,PG,,language,wals1
2261,tld,tala1285,Talaud,4.25,126.75,Sangiric,Austronesian,Papunesia,ID,,language,wals1
2262,tlj,tali1258,Talinga,0.416666666667,29.6666666667,Bantoid,Niger-Congo,Africa,UG CD,,language,wals1
2263,tly,taly1247,Talysh (Azerbaijan),38.75,48.6666666667,Iranian,Indo-European,Eurasia,AZ,,language,wals1
2264,tly,taly1247,Talysh (Southern),37.0,49.0,Iranian,Indo-European,Eurasia,IR,,language,wals1
2265,tma,tama1331,Tama,14.5,22.0,Taman,Eastern Sudanic,Africa,SD TD,,language,wals1
2266,mla,malo1243,Tamabo,-15.6666666667,167.166666667,Oceanic,Austronesian,Papunesia,VU,,language,wals1
2267,tcg,tama1336,Tamagario,-6.41666666667,139.25,Kayagar,Kayagar,Papunesia,ID,,language,wals1
2268,taj,east2346,Tamang (Eastern),27.5,85.6666666667,Bodic,Sino-Tibetan,Eurasia,NP,,language,wals1
2269,taq,tama1365,Tamashek,20.0,-2.0,Berber,Afro-Asiatic,Africa,ML,,language,wals1
2270,tam,tami1289,Tamil,11.0,78.5,Southern Dravidian,Dravidian,Eurasia,LK IN,,language,wals1
2271,tam,tami1289,Tamil (Spoken),11.0,78.0,Southern Dravidian,Dravidian,Eurasia,IN,,language,wals1
2272,tpm,tamp1252,Tampulma,10.4166666667,-0.583333333333,Gur,Niger-Congo,Africa,GH,,language,wals1
2273,tcb,tana1290,Tanacross,63.5,-143.5,Athapaskan,Na-Dene,North America,US,,language,wals1
2274,tfn,tana1289,Tanaina,62.0,-150.0,Athapaskan,Na-Dene,North America,US,,language,wals1
2275,taa,lowe1425,Tanana (Lower),65.0,-150.0,Athapaskan,Na-Dene,North America,US,,language,wals1
2276,tan,nucl1696,Tangale,9.75,11.3333333333,West Chadic,Afro-Asiatic,Africa,NG,,language,wals1
2277,skj,seke1240,Tangbe,28.9166666667,83.75,Bodic,Sino-Tibetan,Eurasia,NP,,language,wals1
2278,tgg,tang1348,Tangga,-3.46666666667,153.2,Oceanic,Austronesian,Papunesia,PG,,language,wals1
2279,swt,sawi1256,Tanglapui,-8.28333333333,125.083333333,Kolana-Tanglapui,Timor-Alor-Pantar,Papunesia,ID,,language,wals1
2280,nwi,sout2869,Tanna (Southwest),-19.5666666667,169.333333333,Oceanic,Austronesian,Papunesia,VU,,language,wals1
2281,tza,tanz1238,Tanzania Sign Language,-6.0,35.0,Sign Languages,other,Africa,TZ,,language,wals1
2282,tpj,tapi1253,Tapieté,-19.75,-61.6666666667,Tupi-Guaraní,Tupian,South America,PY,,language,wals1
2283,tar,cent2131,Tarahumara (Central),27.5,-107.5,Tarahumaran,Uto-Aztecan,North America,MX,,language,wals1
2284,tac,lowl1265,Tarahumara (Western),27.5,-108.0,Tarahumaran,Uto-Aztecan,North America,MX,,language,wals1
2285,txn,west2538,Tarangan (West),-6.5,134.166666667,Central Malayo-Polynesian,Austronesian,Papunesia,ID,,language,wals1
2286,tro,tara1313,Tarao,24.25,94.1666666667,Kuki-Chin,Sino-Tibetan,Eurasia,IN,,language,wals1
2287,tae,tari1256,Tariana,1.0,-69.1666666667,Inland Northern Arawakan,Arawakan,South America,BR,,language,wals1
2288,yer,taro1263,Tarok,9.0,10.0833333333,Platoid,Niger-Congo,Africa,NG,,language,wals1
2289,shi,tach1250,Tashlhiyt,31.0,-5.0,Berber,Afro-Asiatic,Africa,MA,,language,wals1
2290,,,Tasmanian,-42.1666666667,146.5,Tasmanian,Tasmanian,,AU,,language,wals1
2291,,,Tasmanian (Oyster Bay to Pitwater),-42.5,147.75,Tasmanian,Tasmanian,,AU,,language,wals1
2292,ttt,musl1236,Tat (Muslim),41.25,48.75,Iranian,Indo-European,Eurasia,AZ,,language,wals1
2293,txx,tata1257,Tatana',5.5,115.5,North Borneo,Austronesian,Papunesia,MY,,language,wals1
2294,tat,tata1255,Tatar,56.0,49.5,Turkic,Altaic,Eurasia,RU,1 Words derived from Sinitic cha,language,wals1
2295,tat,tata1255,Tatar (Baraba),55.3333333333,78.3333333333,Turkic,Altaic,Eurasia,RU,,language,wals1
2296,tat,tata1255,Tatar (Mishar),55.5,49.0,Turkic,Altaic,Eurasia,RU,,language,wals1
2297,nog,noga1249,Tatar-Noghay (Alabugat),47.4166666667,45.6666666667,Turkic,Altaic,Eurasia,RU,,language,wals1
2298,tks,take1255,Tati (Southern),36.0,49.6666666667,Iranian,Indo-European,Eurasia,IR,,language,wals1
2299,tav,tatu1247,Tatuyo,0.416666666667,-70.5,Tucanoan,Tucanoan,South America,CO,,language,wals1
2300,tuh,taul1251,Taulil,-4.41666666667,152.083333333,Taulil,Baining-Taulil,Papunesia,PG,,language,wals1
2301,trr,taus1253,Taushiro,-3.25,-75.5,Taushiro,Taushiro,South America,PE,,language,wals1
2302,tsg,taus1251,Tausug,6.0,121.0,Greater Central Philippine,Austronesian,Papunesia,PH MY ID,,language,wals1
2303,tya,tauy1241,Tauya,-5.75,145.333333333,Madang,Trans-New Guinea,Papunesia,PG,,language,wals1
2304,tbo,tawa1275,Tawala,-10.3333333333,150.666666667,Oceanic,Austronesian,Papunesia,PG,,language,wals1
2305,cks,tayo1238,Tayo,-22.0,166.333333333,Creoles and Pidgins,other,Papunesia,NC,,language,wals1
2306,tbl,tbol1240,Tboli,6.16666666667,124.5,Bilic,Austronesian,Papunesia,PH,,language,wals1
2307,ttc,tekt1235,Teco,15.4166666667,-92.0833333333,Mayan,Mayan,North America,GT MX,,language,wals1
2308,kps,tehi1237,Tehit,-1.5,132.0,West Bird's Head,West Papuan,Papunesia,ID,,language,wals1
2309,teh,tehu1242,Tehuelche,-48.0,-68.0,Chon Proper,Chon,South America,AR,,language,wals1
2310,kkw,teke1280,Teke (Southern),-2.33333333333,14.5,Bantoid,Niger-Congo,Africa,CG,,language,wals1
2311,tlf,tele1256,Telefol,-5.0,141.75,Ok,Trans-New Guinea,Papunesia,PG,,language,wals1
2312,tel,telu1262,Telugu,16.0,79.0,South-Central Dravidian,Dravidian,Eurasia,IN,2 Words derived from Min Nan Chinese te,language,wals1
2313,kdh,temm1241,Tem,8.66666666667,0.5,Gur,Niger-Congo,Africa,BJ GH TG,,language,wals1
2314,teq,nucl1339,Temein,11.9166666667,29.4166666667,Temein,Eastern Sudanic,Africa,SD,,language,wals1
2315,tea,temi1246,Temiar,5.0,101.5,Aslian,Austro-Asiatic,Eurasia,MY,,language,wals1
2316,tem,timn1235,Temne,8.66666666667,-13.0833333333,Mel,Niger-Congo,Africa,SL,,language,wals1
2317,tex,tenn1246,Tennet,4.41666666667,32.5,Surmic,Eastern Sudanic,Africa,SD,,language,wals1
2318,kza,west2466,Tenyer,10.6666666667,-4.5,Gur,Niger-Congo,Africa,BF,,language,wals1
2319,tio,teop1238,Teop,-5.66666666667,155.0,Oceanic,Austronesian,Papunesia,PG,,language,wals1
2320,tep,tepe1278,Tepecano,21.75,-104.75,Tepiman,Uto-Aztecan,North America,MX,,language,wals1
2321,tee,hueh1236,Tepehua (Huehuetla),20.5,-98.0,Totonacan,Totonacan,North America,MX,,language,wals1
2322,tpt,tlac1235,Tepehua (Tlachichilco),20.5833333333,-98.25,Totonacan,Totonacan,North America,MX,,language,wals1
2323,ntp,nort2959,Tepehuan (Northern),26.3333333333,-107.0,Tepiman,Uto-Aztecan,North America,MX,,language,wals1
2324,stp,sout2976,Tepehuan (Southeastern),23.0,-104.5,Tepiman,Uto-Aztecan,North America,MX,,language,wals1
2325,ttr,tera1251,Tera,11.0,11.8333333333,Biu-Mandara,Afro-Asiatic,Africa,NG,,language,wals1
2326,tfr,teri1250,Teribe,9.33333333333,-82.6666666667,Talamanca,Chibchan,North America,PA CR,,language,wals1
2327,tft,tern1247,Ternate,0.833333333333,127.25,North Halmaheran,West Papuan,Papunesia,ID,,language,wals1
2328,ter,tere1279,Terêna,-20.0,-56.0,Bolivia-Parana,Arawakan,South America,BR,,language,wals1
2329,teo,teso1249,Teso,1.83333333333,33.8333333333,Nilotic,Eastern Sudanic,Africa,UG,,language,wals1
2330,tll,tete1250,Tetela,-4.0,24.0,Bantoid,Niger-Congo,Africa,CD,,language,wals1
2331,tet,tetu1245,Tetun,-9.0,126.0,Central Malayo-Polynesian,Austronesian,Papunesia,TL,,language,wals1
2332,tet,tetu1245,Tetun Dili,-8.58333333333,125.583333333,Central Malayo-Polynesian,Austronesian,Papunesia,TL,,language,wals1
2333,tew,tewa1260,Tewa (Arizona),35.8333333333,-110.416666667,Kiowa-Tanoan,Kiowa-Tanoan,North America,US,,language,wals1
