,iso,glcode,language,level,branch,family,macroarea,country,lat,lon,from
326,aix,aigh1235,Aighon,language,,Austronesian,Papunesia,PG,-5.99488,150.272,glot
327,,aigo1239,Aigon,dialect,,Austronesian,Papunesia,,,,glot
328,,aigu1239,Aigun,dialect,,tung1282,Eurasia,,,,glot
329,tba,aika1237,Aikaná,language,Aikaná,Aikaná,South America,BR,-12.6666666667,-60.6666666667,wals1
330,tba,aika1237,Aikanã,language,,nan,South America,BR,-12.6695,-60.5353,glot
331,mwg,aikl1237,Aiklep,language,,Austronesian,Papunesia,PG,-6.23575,149.571,glot
332,,aiko1237,Aikoa,dialect,,Austronesian,Papunesia,,,,glot
333,mzf,aiku1240,Aiku,language,,,,,,,glot
334,aiq,aima1241,Aimaq,language,,Indo-European,Eurasia,AF IR,35.283,59.1756,glot
335,,aima1242,Aimara,dialect,,kuna1268,Africa,,,,glot
336,ail,aime1238,Aimele,language,,bosa1245,Papunesia,PG,-6.68656,142.656,glot
337,aim,aimo1244,Aimol,language,,Sino-Tibetan,Eurasia,IN NP,24.6437,94.3556,glot
338,,aimo1247,Aimol-Syriem,family,,Sino-Tibetan,,,,,glot
339,,aimo1245,Aimoli,dialect,,timo1261,Papunesia,,,,glot
340,,aimo1246,Aimore,family,,nucl1710,,,,,glot
341,aic,ainb1238,Ainbai,language,,bord1247,Papunesia,PG,-3.09214,141.149,glot
342,ain,ainu1240,Ainu,language,Ainu,Ainu,Eurasia,JP,43.0,143.0,wals1
343,,ainu1252,Ainu,family,,nan,,,,,glot
344,aib,ainu1251,Ainu (China),language,,Turkic,Eurasia,CN,39.2714,76.4209,glot
345,aki,aiom1240,Aiome,language,,lowe1437,Papunesia,PG,-5.13467,144.765,glot
346,,airr1242,Air (Berber),dialect,,Afro-Asiatic,Africa,,,,glot
347,,airm1240,Air Mata,dialect,,Austronesian,Papunesia,,,,glot
348,,aird1238,Aird Hills,dialect,,kibi1239,Papunesia,,,,glot
349,,airm1241,Airmadidi,dialect,,Austronesian,Papunesia,,,,glot
350,air,airo1242,Airoran,language,,kwer1242,Papunesia,ID,-1.8522,138.158,glot
351,,airy1239,Airym,dialect,,Turkic,Eurasia,,,,glot
352,mmq,musa1266,Aisi,language,,Nuclear Trans New Guinea,Papunesia,PG,-5.37407,145.197,glot
353,,aisi1234,Aisian,family,,Nuclear Trans New Guinea,,,,,glot
354,,aita1238,Aita,dialect,,nort2933,Papunesia,,,,glot
355,aio,aito1238,Aiton,language,,taik1256,Eurasia,IN,26.5145,92.3169,glot
356,,aitu1237,Aitutaki,dialect,,Austronesian,Papunesia,,,,glot
357,,aiya1239,Aiyangar,dialect,,Dravidian,Eurasia,,,,glot
358,,aiya1240,Aiyar,dialect,,Dravidian,Eurasia,,,,glot
359,,aiye1241,Aiyegunle,dialect,,Atlantic-Congo,Africa,,,,glot
360,ahp,apro1235,Aizi,language,Kru,Niger-Congo,Africa,CI,5.25,-4.5,wals1
361,,aizi1248,Aizi,family,,krua1234,,,,,glot
362,,aizu1241,Aizu,dialect,,Japonic,Eurasia,,,,glot
363,aja,ajas1235,Aja,language,Kresh,Central Sudanic,Africa,SD CF,7.33333333333,25.6666666667,wals1
364,ajg,ajab1235,Aja (Benin),language,,Atlantic-Congo,Africa,BJ TG,7.06634,1.64992,glot
365,aja,ajas1235,Aja (South Sudan),language,,kres1240,Africa,SS,8.58003,25.6122,glot
366,ajg,ajab1235,Ajagbe,language,Kwa,Niger-Congo,Africa,TG BJ,7.0,1.75,wals1
367,,ajam1240,Ajam,dialect,,Nuclear Trans New Guinea,Papunesia,,,,glot
368,ajw,ajaw1236,Ajawa,language,,Afro-Asiatic,Africa,NG,10.21,9.89205,glot
369,,ajee1238,Aje,dialect,,Atlantic-Congo,Africa,,,,glot
370,,ajir1238,Ajiri of Hazara,dialect,,Indo-European,Eurasia,,,,glot
371,,ajiw1238,Ajiw,dialect,,mpur1239,Papunesia,,,,glot
372,aji,ajie1238,Ajië,language,Oceanic,Austronesian,Papunesia,NC,-21.3333333333,165.5,wals1
373,,ajra1238,Ajra,dialect,,Atlantic-Congo,Africa,,,,glot
374,,ajug1238,Ajugu,dialect,,cent2225,Africa,,,,glot
375,,ajuh1237,Ajuh,dialect,,Austronesian,Papunesia,,,,glot
376,,ajum1239,Ajumba,dialect,,Atlantic-Congo,Africa,,,,glot
377,muc,mbuu1238,Ajumbu,language,,Atlantic-Congo,Africa,CM,6.53792,10.2556,glot
378,cpc,ajyi1238,Ajyíninka Apurucayali,language,,araw1281,South America,PE,-9.82364,-74.61947,glot
379,akq,akkk1240,Ak,language,,sepi1257,Papunesia,PG,-3.57026,141.784,glot
380,axk,yaka1272,Aka,language,Bantoid,Niger-Congo,Africa,CF CG,2.66666666667,16.25,wals1
381,soh,akaa1242,Aka,language,,east2386,Africa,SD,11.2101,33.6524,glot
382,,akal1238,Aka Lel,dialect,,Sino-Tibetan,Eurasia,,,,glot
383,abj,akab1249,Aka-Biada,language,Great Andamanese,Great Andamanese,Eurasia,IN,11.6666666667,92.5,wals1
384,aci,akac1240,Aka-Cari,language,Great Andamanese,Great Andamanese,Eurasia,IN,13.5,93.0,wals1
385,akx,akak1252,Aka-Kede,language,Great Andamanese,Great Andamanese,Eurasia,IN,12.75,92.75,wals1
386,,akak1254,Aka-Kelo-Molo,family,,east2386,,,,,glot
387,,akab1250,Akabafa,dialect,,koia1260,Papunesia,,,,glot
388,abj,akab1249,Akabea,language,,grea1241,Eurasia,IN,12.3782,92.7818,glot
389,akm,akab1248,Akabo,language,,grea1241,Eurasia,IN,12.3629,92.8011,glot
390,aci,akac1240,Akacari,language,,grea1241,Eurasia,IN,13.49086,92.94855,glot
391,akj,akaj1239,Akajeru,language,,grea1241,Eurasia,IN,13.1525,92.9504,glot
392,akx,akak1252,Akakede,language,,grea1241,Eurasia,IN,12.8494,92.8227,glot
393,aky,akak1253,Akakol,language,,grea1241,Eurasia,IN,12.73253,92.78661,glot
394,ack,akak1251,Akakora,language,,grea1241,Eurasia,IN,12.0944,92.7466,glot
395,,akam1238,Akamkpa-Ejagham,dialect,,Atlantic-Congo,Africa,,,,glot
396,aka,akan1250,Akan,language,,Atlantic-Congo,Africa,GH TG,6.34756,-1.33254,glot
397,,akan1248,Akani,dialect,,tung1282,Eurasia,,,,glot
398,,akan1251,Akanic,family,,Atlantic-Congo,,,,,glot
399,acl,akar1243,Akarbale,language,,grea1241,Eurasia,IN,12.6663,92.8278,glot
400,,akar1244,Akarre,dialect,,Pama-Nyungan,Australia,,,,glot
401,aks,akas1242,Akaselem,language,,Atlantic-Congo,Africa,TG,8.8858,1.37035,glot
402,,akas1241,Akassa,dialect,,ijoi1239,Africa,,,,glot
403,knj,west2635,Akateko,language,,maya1287,North America,GT MX,15.5932,-91.8421,glot
404,ake,akaw1239,Akawaio,language,Cariban,Cariban,South America,GY,6.0,-59.5,wals1
405,,akaw1241,Akawaio,dialect,,cari1283,South America,,,,glot
406,ake,akaw1239,Akawaio-Ingariko,language,,cari1283,South America,BR GY VE,6.16277,-60.862,glot
407,aik,akee1238,Ake,language,,Atlantic-Congo,Africa,NG,8.59543,8.75768,glot
408,keu,akeb1238,Akebu,language,,Atlantic-Congo,Africa,TG,7.78365,0.77668,glot
409,tsr,akei1237,Akei,language,,Austronesian,Papunesia,VU,-15.6377,166.767,glot
410,,akel1234,Akeleic,family,,Atlantic-Congo,,,,,glot
411,,akel1235,Akelel,dialect,,Atlantic-Congo,Africa,,,,glot
412,,aker1238,Akerre,dialect,,Pama-Nyungan,Australia,,,,glot
413,aeu,akeu1235,Akeu,language,,Sino-Tibetan,Eurasia,CN LA MM TH,22.1959,101.0823,glot
414,ahk,akha1245,Akha,language,Burmese-Lolo,Sino-Tibetan,Eurasia,MM TH CN,21.8333333333,99.8333333333,wals1
415,,akha1246,Akhaic,family,,Sino-Tibetan,,,,,glot
416,,akhm1237,Akhmimic,dialect,,Afro-Asiatic,Africa,,,,glot
417,,akho1238,Akhoe,dialect,,Khoe–Kwadi,Africa,,,,glot
418,,akht1238,Akhty,dialect,,nakh1245,Eurasia,,,,glot
419,akv,akhv1239,Akhvakh,language,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU,42.3333333333,46.3333333333,wals1
420,,akii1238,Aki,dialect,,Nuclear Trans New Guinea,Papunesia,,,,glot
421,,akib1234,Akiblik,dialect,,anem1249,Papunesia,,,,glot
422,mwy,mosi1247,Akie,language,,nilo1247,Africa,TZ,-5.43471,37.1869,glot
423,,akim1239,Akimel O'odham,dialect,,Uto-Aztecan,North America,,,,glot
424,,akit1239,Akit,dialect,,Austronesian,Papunesia,,,,glot
425,,akit1240,Akita,dialect,,Japonic,Eurasia,,,,glot
426,akk,akka1240,Akkadian,language,,Afro-Asiatic,Eurasia,IQ,33.1,44.1,glot
427,sia,akka1237,Akkala Saami,language,,Uralic,Eurasia,RU,67.8625,32.4046,glot
428,akl,akla1241,Aklanon,language,Greater Central Philippine,Austronesian,Papunesia,PH,11.5833333333,122.333333333,wals1
429,akl,akla1240,Aklanon,language,,Austronesian,Papunesia,PH,11.55432,122.35413,glot
430,,aknn1239,Akn,dialect,,Indo-European,Eurasia,,,,glot
431,,akoo1247,Ako,dialect,,Sino-Tibetan,Eurasia,,,,glot
432,,akoo1249,Ako (Atlantic-Congo),dialect,,Atlantic-Congo,Africa,,,,glot
433,,akoo1250,Ako (Indonesia),dialect,,Austronesian,Papunesia,,,,glot
434,akt,akol1237,Akolet,language,,Austronesian,Papunesia,PG,-6.22711,150.182,glot
435,,akon1238,Akono,dialect,,Atlantic-Congo,Africa,,,,glot
436,bss,akoo1248,Akoose,language,,Atlantic-Congo,Africa,CM,4.9243,9.65522,glot
437,miw,akoy1238,Akoye,language,,anga1289,Papunesia,PG,-7.66067,145.669,glot
438,akf,akpa1238,Akpa,language,,Atlantic-Congo,Africa,NG,7.32586,8.01629,glot
439,,akpa1243,Akpafu,dialect,,Atlantic-Congo,Africa,,,,glot
440,,akpe1247,Akpe,dialect,,Atlantic-Congo,Africa,,,,glot
441,ibe,akpe1248,Akpes,language,,Atlantic-Congo,Africa,NG,7.50256,5.95559,glot
442,,akpe1249,Akpes-Edoid,family,,Atlantic-Congo,,,,,glot
443,,akpo1242,Akpo-Mgbu-Tolu,dialect,,Atlantic-Congo,Africa,,,,glot
444,,akpo1243,Akpondu,language,,Atlantic-Congo,Africa,NG,9.235232,8.545454,glot
445,,akre1239,Akre,dialect,,Indo-European,Eurasia,,,,glot
446,,akua1239,Akuapem,dialect,,Atlantic-Congo,Africa,,,,glot
447,ayk,akuk1235,Akuku,language,,Atlantic-Congo,Africa,NG,7.40354,6.34264,glot
448,aku,akum1238,Akum,language,,Atlantic-Congo,Africa,CM NG,6.85716,9.96261,glot
449,,akum1239,Akum-Beezen,family,,Atlantic-Congo,,,,,glot
450,,akun1239,Akunnu,dialect,,Atlantic-Congo,Africa,,,,glot
451,aqz,akun1241,Akuntsu,language,,Tupian,South America,BR,-12.8322,-60.9716,glot
452,ako,akur1238,Akurio,language,,cari1283,South America,SR,3.19607,-55.6294,glot
453,,akus1238,Akusha,dialect,,nakh1245,Eurasia,,,,glot
454,akw,akwa1248,Akwa,language,,Atlantic-Congo,Africa,CG,-0.39897,15.4623,glot
455,png,pong1250,Akwa,language,Kainji,Niger-Congo,Africa,NG,10.0833333333,6.33333333333,wals1
456,,akwa1247,Akwa (Nigeria),dialect,,Atlantic-Congo,Africa,,,,glot
457,,akwa1249,Akwanga,dialect,,Atlantic-Congo,Africa,,,,glot
458,,etul1244,Akweya,family,,Atlantic-Congo,,,,,glot
459,,nort2905,Akwun,dialect,,nucl1708,Papunesia,,,,glot
460,,akye1239,Akyem Bosome,dialect,,Atlantic-Congo,Africa,,,,glot
461,,alha1241,Al-Hasaa,dialect,,Afro-Asiatic,Eurasia,,,,glot
462,,alha1242,Al-Hasâ,dialect,,Afro-Asiatic,Eurasia,,,,glot
463,syy,alsa1242,Al-Sayyid Bedouin Sign Language,language,,,Eurasia,,31.284444,34.916111,glot
464,nrz,lala1268,Ala'ala,language,Oceanic,Austronesian,Papunesia,PG,-8.91666666667,146.75,wals1
465,alw,alab1254,Alaba-K'abeena,language,,Afro-Asiatic,Africa,ET,7.39014,38.1732,glot
466,akz,alab1237,Alabama,language,Muskogean,Muskogean,North America,US,32.3333333333,-87.4166666667,wals1
467,,alab1247,Alabaman-Koasati,family,,musk1252,,,,,glot
468,dul,alab1246,Alabat Island Agta,language,,Austronesian,Papunesia,PH,14.1217,122.014,glot
469,,alab1255,Alabat-Manide Agta,family,,Austronesian,,,,,glot
470,,alab1256,Alabugat Tatar,dialect,,Turkic,Eurasia,,43.59,46.66,glot
471,,alac1239,Alacalufe-Austral,language,,kawe1237,South America,CL,-54.788017,-70.140381,glot
472,,alac1240,Alacalufe-Central,language,,kawe1237,South America,AR,-53.435719,-71.04126,glot
473,mim,alac1244,Alacatlatzala Mixtec,language,,otom1299,North America,MX,17.25,-98.58,glot
474,,alad1239,Alada,dialect,,Atlantic-Congo,Africa,,,,glot
475,,alag1243,Alag-Bako,dialect,,Austronesian,Papunesia,,,,glot
476,ala,alag1242,Alago,language,,Atlantic-Congo,Africa,NG,8.34986,8.52085,glot
477,,alag1249,Alaguilac,language,,,North America,,,,glot
478,wbj,alag1248,Alagwa,language,Southern Cushitic,Afro-Asiatic,Africa,TZ,-5.5,35.75,wals1
479,alk,alak1253,Alak,language,,Austroasiatic,Eurasia,LA,15.5565,106.597,glot
480,,alak1254,Alakaman,dialect,,timo1261,Papunesia,,,,glot
481,,alak1252,Alakong,dialect,,Austroasiatic,Eurasia,,,,glot
482,amp,alam1246,Alamblak,language,Sepik Hill,Sepik,Papunesia,PG,-4.66666666667,143.333333333,wals1
483,goz,goza1238,Alamuti,language,,Indo-European,Eurasia,IR,36.4133,50.6987,glot
484,alj,alan1249,Alangan,language,,Austronesian,Papunesia,PH,13.0982,121.022,glot
485,,alan1250,Alango,dialect,,Nuclear Trans New Guinea,Papunesia,,,,glot
486,,alan1248,Alangua,dialect,,Atlantic-Congo,Africa,,,,glot
487,apv,alap1235,Alapmunte,language,,,South America,,-12.329886,-59.996702,glot
488,,alar1239,Alar,dialect,,Mongolic-Khitan,Eurasia,,,,glot
489,btz,bata1292,Alas,language,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,ID,3.66666666667,97.8333333333,wals1
490,,alas1254,Alas,dialect,,Austronesian,Papunesia,,,,glot
491,,alas1253,Alasai,dialect,,Indo-European,Eurasia,,,,glot
492,,alas1256,Alasha Oirad,dialect,,Mongolic-Khitan,Eurasia,,,,glot
493,ipk,inup1234,Alaskan Inupiaq,family,,eski1264,,US,,,glot
494,,alas1257,Alaskan Kutchin,dialect,,atha1245,North America,,,,glot
495,,alat1245,Alatening,dialect,,Atlantic-Congo,Africa,,,,glot
496,,alat1246,Alatesu,dialect,,namb1299,South America,,,,glot
497,,aval1237,Alavan,dialect,,basq1248,Eurasia,,,,glot
498,alh,alaw1244,Alawa,language,Alawa,Mangarrayi-Maran,Australia,AU,-15.1666666667,134.25,wals1
499,,alay1234,Alaya-Athima,family,,Pama-Nyungan,,,,,glot
500,aln,tosk1239,Albanian,language,Albanian,Indo-European,Eurasia,AL RS,41.0,20.0,wals1
501,sqi,alba1267,Albanian,family,,Indo-European,,AL,,,glot
502,sqk,alba1271,Albanian Sign Language,language,,,Eurasia,,41.328889,19.817778,glot
503,,alba1268,Albanian-Tosk,family,,Indo-European,,,,,glot
504,,alba1270,Albany River Ojibwa,dialect,,algi1248,North America,,,,glot
505,,alba1272,Albatross Bay,family,,Pama-Nyungan,,,,,glot
506,,alca1238,Alcantara Aklanon,dialect,,Austronesian,Papunesia,,,,glot
507,,alca1237,Alcantaranon,dialect,,Austronesian,Papunesia,,,,glot
508,xta,alco1235,Alcozauca Mixtec,language,,otom1299,North America,MX,17.3687,-98.3969,glot
509,wlr,wail1242,Ale,language,,Austronesian,Papunesia,VU,-15.5656,166.902,glot
510,gwd,gaww1239,Ale-Gawwada,language,,Afro-Asiatic,Africa,ET,5.37869,37.2737,glot
511,,alec1238,Alechuxa,dialect,,tung1282,Eurasia,,,,glot
512,alf,aleg1238,Alege,language,,Atlantic-Congo,Africa,NG,6.59423,9.00394,glot
513,gah,alek1238,Alekano,language,,Nuclear Trans New Guinea,Papunesia,PG,-6.03901,145.387,glot
514,,alem1243,Alemannic,family,,Indo-European,,,,,glot
515,,alep1237,Alepa,dialect,,Austronesian,Papunesia,,,,glot
516,,alep1241,Aleppo,dialect,,Afro-Asiatic,Eurasia,,,,glot
517,,alep1242,Aleppo Kurmanji,dialect,,Indo-European,Eurasia,,,,glot
518,ale,aleu1260,Aleut,language,Aleut,Eskimo-Aleut,North America,US,54.0,-166.0,wals1
519,ale,aleu1260,Aleut (Eastern),language,Aleut,Eskimo-Aleut,North America,US,54.75,-164.0,wals1
520,,aleu1261,Aleutic,family,,eski1264,,,,,glot
521,,alew1234,Alewai,dialect,,Austronesian,Papunesia,,,,glot
522,,nort2970,Alexis-Paul Stoney,dialect,,siou1252,North America,,,,glot
523,,alfo1240,Alfold,dialect,,Uralic,Eurasia,,,,glot
524,arq,alge1239,Algerian Arabic,language,,Afro-Asiatic,Africa,DZ MA TN,35.4208,3.23033,glot
525,aao,alge1240,Algerian Saharan Arabic,language,,Afro-Asiatic,Africa,DZ EH LY MA NE,20.8884,4.80626,glot
526,asp,alge1235,Algerian Sign Language,language,,,Africa,,36.4762,3.5462,glot
527,,algh1238,Algherese,dialect,,Indo-European,Eurasia,IT,40.56432,8.32867,glot
528,,algi1248,Algic,family,,nan,,,,,glot
529,,algi1247,Algiers,dialect,,Afro-Asiatic,Africa,,,,glot
530,,algo1257,Algonquian,family,,algi1248,,,,,glot
531,,algo1256,Algonquian-Blackfoot,family,,algi1248,,,,,glot
532,alq,algo1255,Algonquin,language,Algonquian,Algic,North America,CA,46.0,-77.0,wals1
533,aiy,alii1240,Ali,language,,Atlantic-Congo,Africa,CD CF,4.60014,18.0352,glot
534,,alii1241,Ali (Papua New Guinea),dialect,,Austronesian,Papunesia,,,,glot
535,,alit1234,Ali-Tumleo,family,,Austronesian,,,,,glot
536,,alia1238,Aliap,dialect,,nilo1247,Africa,,,,glot
537,,alif1238,Alifokpa,dialect,,Atlantic-Congo,Africa,,,,glot
538,,alig1238,Aligarh,dialect,,Indo-European,Eurasia,,,,glot
539,,alil1239,Alile,dialect,,araw1281,South America,,,,glot
540,,alin1238,Alingar,dialect,,Indo-European,Eurasia,,,,glot
541,,alip1234,Alipur Sign Language,language,,,Eurasia,,16.843564,77.107525,glot
542,,aliw1234,Aliwal North,dialect,,Tuu,Africa,,,,glot
543,ald,alla1248,Alladian,language,,Atlantic-Congo,Africa,CI,5.22371,-4.42647,glot
544,,alla1246,Allagir,dialect,,Indo-European,Eurasia,,,,glot
545,,alla1250,Allaikha,dialect,,tung1282,Eurasia,,,,glot
546,,alla1249,Allang,dialect,,Austronesian,Papunesia,,,,glot
547,all,alla1247,Allar,language,,Dravidian,Eurasia,IN,11.0803,76.6593,glot
548,,alle1238,Allentiac,language,Huarpe,Huarpe,South America,AR,-31.0,-68.0,wals1
549,aid,alng1239,Alngith,language,,Pama-Nyungan,Australia,AU,-12.5324,141.938,glot
550,ypo,alop1235,Alo Phola,language,,Sino-Tibetan,Eurasia,CN,23.59,101.933,glot
551,,aloa1239,Aloa,dialect,,Afro-Asiatic,Africa,,,,glot
552,,alor1250,Alor,family,,timo1261,,,,,glot
553,,alor1246,Alor (Nilotic),dialect,,nilo1247,Africa,,,,glot
554,,alor1249,Alor-Pantar,family,,timo1261,,,,,glot
555,aol,alor1247,Alorese,language,,Austronesian,Papunesia,ID,-8.20382,124.264,glot
556,zaq,aloa1235,Aloápam Zapotec,language,,otom1299,North America,MX,17.4137,-96.7438,glot
557,,alpi1238,Alpine Lombard,dialect,,Indo-European,Eurasia,,,,glot
558,gsw,swis1247,Alsatian,language,Germanic,Indo-European,Eurasia,FR,48.5,7.5,wals1
559,,alsa1241,Alsatian,dialect,,Indo-European,Eurasia,,,,glot
560,aes,alse1251,Alsea,language,Alsea,Oregon Coast,North America,US,44.6666666667,-123.916666667,wals1
561,,alse1252,Alsea,dialect,,alse1251,North America,,,,glot
562,aes,alse1251,Alsea-Yaquina,language,,nan,North America,US,44.408,-123.94,glot
563,alt,sout2694,Altai (Southern),language,Turkic,Altaic,Eurasia,RU,51.0,87.0,wals1
564,,oira1262,Altai Oirat,dialect,,Mongolic-Khitan,Eurasia,,,,glot
565,,alta1279,Altai Torguud,dialect,,Mongolic-Khitan,Eurasia,,,,glot
566,,alta1280,Altai Uriankhai,dialect,,Mongolic-Khitan,Eurasia,,,,glot
567,,alta1277,Altai-Kizi,dialect,,Turkic,Eurasia,,,,glot
568,,alto1237,Alto Navarro Meridional,dialect,,basq1248,Eurasia,,,,glot
569,,alto1238,Alto Navarro Septentrional,dialect,,basq1248,Eurasia,,,,glot
570,,alto1249,Alto Orinoco,family,,araw1281,,,,,glot
571,,alts1234,Altsächsisch,family,,Indo-European,,,,,glot
572,,aluu1243,Alu,dialect,,Austronesian,Papunesia,,,,glot
573,xua,aluk1238,Alu Kurumba,language,,Dravidian,Eurasia,IN,11.3456,76.7995,glot
574,dia,diaa1238,Alu-Sinagen,language,,nucl1708,Papunesia,PG,-3.38837,142.248,glot
575,aub,alug1235,Alugu,language,,Sino-Tibetan,Eurasia,CN,23.0,103.0,glot
576,,aluk1239,Aluku,dialect,,Indo-European,South America,,,,glot
577,,alum1248,Alumbis,dialect,,Austronesian,Papunesia,,,,glot
578,,alum1249,Alumic,family,,Atlantic-Congo,,,,,glot
579,,alum1247,Alumu,dialect,,Atlantic-Congo,Africa,,,,glot
580,,alum1251,Alumu-Akpondu,family,,Atlantic-Congo,,,,,glot
581,aab,alum1246,Alumu-Tesu,language,,Atlantic-Congo,Africa,NG,9.01513,8.55956,glot
582,,alum1250,Alumu-Toro,family,,Atlantic-Congo,,,,,glot
583,alp,alun1238,Alune,language,Central Malayo-Polynesian,Austronesian,Papunesia,ID,-3.0,128.333333333,wals1
584,yna,aluo1235,Aluo,language,,Sino-Tibetan,Eurasia,CN,26.0,102.0,glot
585,alz,alur1250,Alur,language,,nilo1247,Africa,CD UG,2.36213,31.0016,glot
586,,alur1249,Aluru,dialect,,cent2225,Africa,,,,glot
587,ems,paci1278,Alutiiq,language,Eskimo,Eskimo-Aleut,North America,US,57.0,-157.0,wals1
588,alr,alut1245,Alutor,language,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,RU,61.0,165.0,wals1
589,,alut1246,Alutorskij,dialect,,chuk1271,Eurasia,,,,glot
590,,aluu1242,Aluu,dialect,,Atlantic-Congo,Africa,,,,glot
591,,alvi1242,Alvir,dialect,,Indo-European,Eurasia,,,,glot
592,avd,alvi1241,Alviri-Vidari,language,,Indo-European,Eurasia,IR,35.0075,50.3794,glot
593,aly,alya1239,Alyawarr,language,,Pama-Nyungan,Australia,AU,-21.0427,136.835,glot
594,aly,alya1239,Alyawarra,language,Central Pama-Nyungan,Pama-Nyungan,Australia,AU,-22.5,135.0,wals1
595,,alyk1238,Alyk,dialect,,nakh1245,Eurasia,,,,glot
596,amm,amap1240,Ama,language,Left May,Left May,Papunesia,PG,-4.21666666667,141.616666667,wals1
597,amm,amap1240,Ama (Papua New Guinea),language,,left1242,Papunesia,PG,-4.20192,141.658,glot
598,nyi,amas1236,Ama (Sudan),language,,nyim1244,Africa,SD,12.0993,29.4332,glot
599,,amad1244,Amadiya Jewish Neo-Aramaic,dialect,,Afro-Asiatic,Eurasia,,,,glot
600,,amad1240,Amadiye Kurdish,dialect,,Indo-European,Eurasia,,,,glot
601,amq,amah1245,Amahai,language,,Austronesian,Papunesia,ID,-3.32028,128.939,glot
602,amc,amah1246,Amahuaca,language,Panoan,Panoan,South America,PE BR,-10.5,-72.5,wals1
603,ali,amai1246,Amaimon,language,,Nuclear Trans New Guinea,Papunesia,PG,-5.18742,145.368,glot
604,,amai1247,Amaizuho,dialect,,Nuclear Trans New Guinea,Papunesia,,,,glot
605,aad,amal1242,Amal,language,,sepi1257,Papunesia,PG,-4.04517,141.995,glot
606,,amal1243,Amalumute,family,,Austronesian,,,,,glot
607,,amam1246,Amam,language,,goil1242,Papunesia,PG,-7.9,146.92,glot
608,,amam1245,Amami,family,,Japonic,,,,,glot
609,jks,amam1247,Amami O Shima Sign Language,language,,,Eurasia,,28.268372,129.358991,glot
610,,aman1263,Amana,dialect,,mand1469,Africa,,,,glot
611,amn,aman1265,Amanab,language,Border,Border,Papunesia,PG,-3.58333333333,141.25,wals1
612,,aman1262,Amanavil,dialect,,Atlantic-Congo,Africa,,,,glot
613,ama,aman1266,Amanayé,language,,Tupian,South America,BR,-3.79772,-48.6613,glot
614,,aman1261,Amanda-Afi,dialect,,Atlantic-Congo,Africa,,,,glot
615,,aman1264,Amanuban-Amanatun,dialect,,Austronesian,Papunesia,,,,glot
616,amd,amap1241,Amapá Creole,language,,,,,,,glot
617,aie,amar1272,Amara,language,Oceanic,Austronesian,Papunesia,PG,-5.66666666667,148.5,wals1
618,,amar1281,Amara (Beja),dialect,,Afro-Asiatic,Africa,,,,glot
619,amr,amar1274,Amarakaeri,language,Harakmbet,Harakmbet,South America,PE,-12.5,-70.5,wals1
620,aaz,amar1273,Amarasi,language,,Austronesian,Papunesia,ID,-10.21751,123.96373,glot
621,,amar1241,Amariba,dialect,,araw1281,South America,,,,glot
622,,amar1275,Amaruwa,dialect,,guah1252,South America,,,,glot
623,,amat1239,Amatecano,family,,otom1299,,,,,glot
624,zpo,amat1238,Amatlán Zapotec,language,,otom1299,North America,MX,16.2707,-96.4003,glot
625,,amay1238,Amayo,dialect,,Atlantic-Congo,Africa,,,,glot
626,utp,amba1266,Amba (Solomon Islands),language,,Austronesian,Papunesia,SB,-11.2958,166.498,glot
627,rwm,amba1263,Amba (Uganda),language,,Atlantic-Congo,Africa,CD UG,0.81206,30.0014,glot
628,,amba1270,Ambae,family,,Austronesian,,,,,glot
629,omb,east2443,Ambae (Lolovoli Northeast),language,Oceanic,Austronesian,Papunesia,VU,-15.4166666667,167.883333333,wals1
630,amk,amba1265,Ambai,language,South Halmahera - West New Guinea,Austronesian,Papunesia,ID,-1.83333333333,136.5,wals1
631,aew,amba1269,Ambakich,language,,kera1258,Papunesia,PG,-4.23181,144.285,glot
632,abc,amba1267,Ambala Ayta,language,,Austronesian,Papunesia,PH,14.8156,120.283,glot
633,,amba1268,Ambasi,dialect,,Nuclear Trans New Guinea,Papunesia,,,,glot
634,,amba1264,Ambawang,dialect,,Austronesian,Papunesia,,,,glot
635,,ambe1249,Ambel-Biga,family,,Austronesian,,,,,glot
