,iso,glcode,language,level,branch,family,macroarea,country,lat,lon,from
19870,,ratn1236,Ratnawati,dialect,,Sino-Tibetan,Eurasia,,,,glot
19871,,rato1237,Rato,dialect,,Austronesian,Papunesia,,,,glot
19872,,rats1239,Ratsitl,dialect,,nakh1245,Eurasia,,,,glot
19873,,rats1237,Ratsua,dialect,,Austronesian,Papunesia,PG,-5.5245,154.8006,glot
19874,rau,raut1239,Raute,language,,Sino-Tibetan,Eurasia,NP,28.9518,81.1617,glot
19875,,raut1240,Raute-Rawat,family,,Sino-Tibetan,,,,,glot
19876,,rava1238,Ravai,dialect,,Indo-European,Eurasia,,,,glot
19877,yea,ravu1237,Ravula,language,,Dravidian,Eurasia,IN,12.3231,75.6265,glot
19878,,ravu1238,Ravulic,family,,Dravidian,,,,,glot
19879,rwo,rawa1267,Rawa,language,,Nuclear Trans New Guinea,Papunesia,PG,-5.83155,145.937,glot
19880,,rawa1269,Rawa (Puroik),dialect,,Sino-Tibetan,Eurasia,,,,glot
19881,raw,rawa1265,Rawang,language,Nungish,Sino-Tibetan,Eurasia,MM,27.5,97.5,wals1
19882,,rawa1266,Rawas,dialect,,Austronesian,Papunesia,,,,glot
19883,rws,rawa1268,Rawas (Retired),language,,,,,,,glot
19884,,rawa1270,Rawas Musi,dialect,,Austronesian,Papunesia,,,,glot
19885,jnl,rawa1264,Rawat,language,,Sino-Tibetan,Eurasia,IN NP,30.0742,80.8005,glot
19886,,rawl1234,Rawlinson,family,,Nuclear Trans New Guinea,,,,,glot
19887,rwa,rawo1244,Rawo,language,,skoo1245,Papunesia,PG,-2.84201,141.603,glot
19888,,rawo1242,Rawo (Bauro),dialect,,Austronesian,Papunesia,,,,glot
19889,,rawo1243,Rawo-Main Serra,family,,skoo1245,,,,,glot
19890,,raya1242,Raya,dialect,,Afro-Asiatic,Africa,,,,glot
19891,,raya1237,Rayalseema,dialect,,Dravidian,Eurasia,,,,glot
19892,zor,rayo1235,Rayón Zoque,language,,mixe1284,North America,MX,17.2953,-93.1006,glot
19893,rat,raza1238,Razajerdi,language,,Indo-European,Eurasia,IR,36.267,50.002,glot
19894,,razg1238,Razgrad,dialect,,Turkic,Eurasia,,,,glot
19895,,razg1239,Razgramang,dialect,,Sino-Tibetan,Eurasia,,,,glot
19896,,rdek1237,Rde Kpa,dialect,,Austronesian,Eurasia,,,,glot
19897,,reao1237,Reao,dialect,,Austronesian,Papunesia,,,,glot
19898,,reba1237,Rebar,dialect,,Austronesian,Papunesia,,,,glot
19899,,rebk1234,Rebkong,dialect,,Sino-Tibetan,Eurasia,,,,glot
19900,,redb1234,Red Bluff,dialect,,atha1245,North America,,,,glot
19901,gir,redg1235,Red Gelao,language,,taik1256,Eurasia,CN VN,23.1868,104.993,glot
19902,,redl1238,Red Lake Chippewa,dialect,,algi1248,North America,,,,glot
19903,,redt1235,Red Tai,family,,taik1256,,,,,glot
19904,,reef1242,Reefs-Santa Cruz,family,,Austronesian,,,,,glot
19905,atu,reel1238,Reel,language,,nilo1247,Africa,SS,6.32234,30.49451,glot
19906,,regi1238,Regi,dialect,,Atlantic-Congo,Africa,,,,glot
19907,,regn1234,Regnitz,dialect,,Indo-European,Eurasia,,,,glot
19908,,reii1237,Rei,dialect,,Austronesian,Papunesia,,,,glot
19909,rej,reja1240,Rejang,language,Rejang,Austronesian,Papunesia,ID,-3.41666666667,102.5,wals1
19910,ree,reja1241,Rejang Kayan,language,,Austronesian,Papunesia,MY,2.71903,114.169,glot
19911,,musi1242,Rejang Musi,dialect,,Austronesian,Papunesia,,,,glot
19912,,reja1244,Rejang-Makaham Kayan,family,,Austronesian,,,,,glot
19913,,rekk1238,Rek,dialect,,nilo1247,Africa,,,,glot
19914,,rekh1239,Rekhta,dialect,,Indo-European,Eurasia,,,,glot
19915,rei,reli1238,Reli,language,,Indo-European,Eurasia,IN,18.1213,82.4996,glot
19916,bow,rema1238,Rema,language,,more1255,Papunesia,PG,-8.41526,141.034,glot
19917,rmb,remb1249,Rembarnga,language,Rembarnga,Gunwinyguan,Australia,AU,-12.8333333333,134.583333333,wals1
19918,rmb,remb1249,Rembarrnga,language,,gunw1250,Australia,AU,-12.9608,134.308,glot
19919,,remb1251,Remboken,dialect,,Austronesian,Papunesia,,,,glot
19920,,nucl1516,Rembong,dialect,,Austronesian,Papunesia,,,,glot
19921,reb,remb1250,Rembong-Wangka,language,,Austronesian,Papunesia,ID,-8.53361,120.973,glot
19922,bfw,bond1245,Remo,language,Munda,Austro-Asiatic,Eurasia,IN,18.0,82.0,wals1
19923,,remo1250,Remo of the Blanco river,language,,pano1259,South America,PE,-6.137278,-73.544312,glot
19924,,remo1249,Remo of the Jaquirana river,language,,pano1259,South America,BR,-6.679339,-73.235779,glot
19925,rem,remo1248,Remo of the Moa river,language,,pano1259,South America,PE,-7.33333,-74.0833,glot
19926,rmp,remp1241,Rempi,language,,Nuclear Trans New Guinea,Papunesia,PG,-5.02487,145.782,glot
19927,,remp1242,Rempic,family,,Nuclear Trans New Guinea,,,,,glot
19928,lkj,remu1237,Remun,language,,Austronesian,Papunesia,MY,1.26305,110.82,glot
19929,rel,rend1243,Rendille,language,Lowland East Cushitic,Afro-Asiatic,Africa,KE,2.0,37.5,wals1
19930,ren,reng1252,Rengao,language,Bahnaric,Austro-Asiatic,Eurasia,VN,14.5833333333,107.833333333,wals1
19931,,reng1254,Rengjongmu,dialect,,Sino-Tibetan,Eurasia,,,,glot
19932,,reng1253,Rengma-Simi,family,,Sino-Tibetan,,,,,glot
19933,,reng1255,Rengmitca,language,,Sino-Tibetan,Eurasia,BD,21.710864,92.367939,glot
19934,,renh1234,Renhe Pumi,dialect,,Sino-Tibetan,Eurasia,,,,glot
19935,mnv,renn1242,Rennell-Bellona,language,,Austronesian,Papunesia,SB,-11.6237,160.265,glot
19936,mnv,renn1242,Rennellese,language,Oceanic,Austronesian,Papunesia,SB,-11.6166666667,160.25,wals1
19937,rsi,renn1236,Rennellese Sign Language,language,,,Papunesia,,-11.615,160.219,glot
19938,rpn,repa1237,Repanbitip,dialect,,Austronesian,Papunesia,VU,-16.3265,167.619,glot
19939,rer,rerb1235,Rer Bare,language,,,Africa,,4.11661,41.7065,glot
19940,,rera1241,Rera-Hajang,dialect,,Sino-Tibetan,Eurasia,,,,glot
19941,rea,rera1240,Rerau,language,,Nuclear Trans New Guinea,Papunesia,PG,-5.51361,145.716,glot
19942,pgk,rere1240,Rerep,language,,Austronesian,Papunesia,VU,-16.2934,167.651,glot
19943,res,resh1242,Reshe,language,,Atlantic-Congo,Africa,NG,10.77046,4.62395,glot
19944,,resi1246,Resia,dialect,,Indo-European,Eurasia,,,,glot
19945,rgr,resi1247,Resígaro,language,Inland Northern Arawakan,Arawakan,South America,CO PE,-2.41666666667,-71.5,wals1
19946,ret,rett1240,Reta,language,,timo1261,Papunesia,ID,-8.22481,124.36,glot
19947,tnc,tani1257,Retuarã,language,Tucanoan,Tucanoan,South America,CO,-0.5,-70.6666666667,wals1
19948,,retu1239,Retuarã,dialect,,tuca1253,South America,,,,glot
19949,,rewa1238,Rewandiz,dialect,,Indo-European,Eurasia,,,,glot
19950,rey,reye1240,Reyesano,language,,pano1259,South America,BO,-14.8333,-67.0833,glot
19951,,rhat1239,Rhathabe,dialect,,Atlantic-Congo,Africa,,,,glot
19952,,rhin1244,Rhenish Franconian,family,,Indo-European,,,,,glot
19953,,rhin1241,Rhinyihinyi,dialect,,Atlantic-Congo,Africa,,,,glot
19954,,rhit1238,Rhiti,dialect,,Atlantic-Congo,Africa,,,,glot
19955,,rhod1240,Rhodanien,dialect,,Indo-European,Eurasia,,,,glot
19956,,riam1237,Riam,dialect,,Austronesian,Papunesia,,,,glot
19957,,rian1260,Riang,family,,Austroasiatic,,,,,glot
19958,,hala1254,Riang (Bru),dialect,,Sino-Tibetan,Eurasia,,,,glot
19959,ria,rian1262,Riang (India),language,,Sino-Tibetan,Eurasia,BD IN,23.6803,92.0321,glot
19960,ril,rian1261,Riang (Myanmar),language,,Austroasiatic,Eurasia,CN MM,24.0521,98.8333,glot
19961,ran,rian1263,Riantana,language,Kolopom,Kolopom,Papunesia,ID,-7.5,138.5,wals1
19962,,ribg1235,Rib-Gurdjar,family,,Pama-Nyungan,,,,,glot
19963,,riba1251,Ribagorçà,dialect,,Indo-European,Eurasia,,,,glot
19964,,riba1245,Ribah,dialect,,Atlantic-Congo,Africa,,,,glot
19965,,riba1246,Riban,dialect,,Atlantic-Congo,Africa,,,,glot
19966,,riba1250,Ribaw,dialect,,Afro-Asiatic,Africa,,,,glot
19967,,ribb1238,Ribbi,dialect,,mand1469,Africa,,,,glot
19968,,ribe1238,Ribe,dialect,,Atlantic-Congo,Africa,,,,glot
19969,,ribi1242,Ribia,dialect,,Atlantic-Congo,Africa,,,,glot
19970,,ribi1243,Ribina,dialect,,Atlantic-Congo,Africa,,,,glot
19971,rir,ribu1241,Ribun,language,,Austronesian,Papunesia,ID,0.32189,110.207,glot
19972,,rich1238,Richa,dialect,,Afro-Asiatic,Africa,,,,glot
19973,,rida1239,Ridan,dialect,,Austronesian,Papunesia,,,,glot
19974,rie,rien1238,Rien,language,,,Eurasia,,19.5084,102.591,glot
19975,,rier1234,Rieri,dialect,,Atlantic-Congo,Africa,,,,glot
19976,,riff1234,Riffian,dialect,,Afro-Asiatic,Africa,,,,glot
19977,,rigb1238,Rigbo,dialect,,cent2225,Africa,,,,glot
19978,,rigo1234,Rigolet Inuktitut,dialect,,eski1264,North America,,,,glot
19979,,rihu1237,Rihu'a,dialect,,Austronesian,Papunesia,,,,glot
19980,,rija1234,Rija,dialect,,Atlantic-Congo,Africa,,,,glot
19981,rkb,rikb1245,Rikbaktsa,language,Rikbaktsa,Macro-Ge,South America,BR,-11.8333333333,-57.5,wals1
19982,,rikv1238,Rikvani,dialect,,nakh1245,Eurasia,,,,glot
19983,zmv,mbar1253,Rimanggudhinma,language,,Pama-Nyungan,Australia,AU,-14.529,143.789,glot
19984,,rima1237,Rimatara,dialect,,Austronesian,Papunesia,,,,glot
19985,rim,nyat1246,Rimi,language,Bantoid,Niger-Congo,Africa,TZ,-5.0,34.6666666667,wals1
19986,,rinc1237,Rinconic,family,,otom1299,,,,,glot
19987,zar,rinc1236,Rincón Zapotec,language,,otom1299,North America,MX,17.4451,-96.3144,glot
19988,,rind1238,Rindre,dialect,,Atlantic-Congo,Africa,,,,glot
19989,,ring1243,Ring,family,,Atlantic-Congo,,,,,glot
19990,rgu,ring1244,Ringgou,language,,Austronesian,Papunesia,ID,-10.5515,123.311,glot
19991,,rink1234,Rinkhu,dialect,,Sino-Tibetan,Eurasia,,,,glot
19992,tew,tewa1260,Rio Grande Tewa,language,,kiow1265,North America,US,35.9053,-106.124,glot
19993,,rion1245,Rio Negro,dialect,,cari1283,South America,,,,glot
19994,,rion1246,Rio Negro Nadëb,dialect,,nada1235,South America,,,,glot
19995,,rion1244,Rion,dialect,,Austroasiatic,Eurasia,,,,glot
19996,,riop1234,Rioplatense Spanish,dialect,,Indo-European,Eurasia,,,,glot
19997,,ripu1236,Ripuarian,family,,Indo-European,,,,,glot
19998,rri,riri1237,Ririo,language,,Austronesian,Papunesia,SB,-6.88927,156.92,glot
19999,,rirr1238,Rirratjingu,dialect,,Pama-Nyungan,Australia,,,,glot
20000,,west2543,Ritaebang,dialect,,Austronesian,Papunesia,,,,glot
20001,rit,rita1239,Ritarungo,language,,Pama-Nyungan,Australia,AU,-13.4559,135.259,glot
20002,rit,rita1239,Ritharngu,language,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,-12.8333333333,135.5,wals1
20003,,riti1238,Ritime,dialect,,Atlantic-Congo,Africa,,,,glot
20004,bei,beka1241,Riuk Bekati',language,,Austronesian,Papunesia,ID,1.3307,109.576,glot
20005,riu,riun1237,Riung,language,,Austronesian,Papunesia,ID,-8.60342,121.122,glot
20006,,rive1259,River Cess Gio,dialect,,mand1469,Africa,,,,glot
20007,,rive1261,River Nivaclé,dialect,,mata1289,South America,,,,glot
20008,,rive1262,River Oti North Guang,family,,Atlantic-Congo,,,,,glot
20009,,rive1264,River Patwin,dialect,,wint1258,North America,,,,glot
20010,,rive1263,River Western Mundu-Baka,family,,Atlantic-Congo,,,,,glot
20011,,rive1260,River Yuman,family,,coch1271,,,,,glot
20012,snj,rive1257,Riverain Sango,language,,Atlantic-Congo,Africa,CD CF,4.32811,21.1733,glot
20013,,rive1258,Rivercess Bassa,dialect,,krua1234,Africa,,,,glot
20014,,buan1246,Riverine Bua,family,,Atlantic-Congo,,,,,glot
20015,,rive1256,Riverine Phula,family,,Sino-Tibetan,,,,,glot
20016,,rive1265,Riverine Sakata,dialect,,Atlantic-Congo,Africa,,,,glot
20017,,rive1266,Rivers Bantu,family,,Atlantic-Congo,,,,,glot
20018,,riya1238,Riyao,dialect,,Austroasiatic,Eurasia,,,,glot
20019,,rkan1234,Rkangtsha,dialect,,Sino-Tibetan,Eurasia,,,,glot
20020,,rmag1234,Rmagsar,dialect,,Sino-Tibetan,Eurasia,,,,glot
20021,,rmas1234,Rmastod,dialect,,Sino-Tibetan,Eurasia,,,,glot
20022,,abaa1238,Rngaba,dialect,,Sino-Tibetan,Eurasia,,,,glot
20023,,rooo1240,Ro,dialect,,tebe1251,Papunesia,,,,glot
20024,,rois1241,Ro'is,dialect,,Austronesian,Papunesia,,,,glot
20025,,rois1243,Ro'is Hero,dialect,,Austronesian,Papunesia,,,,glot
20026,,rois1242,Ro'is Tais Nonof,dialect,,Austronesian,Papunesia,,,,glot
20027,,roba1240,Roba,dialect,,Atlantic-Congo,Africa,,,,glot
20028,,rock1235,Rock Huron,dialect,,iroq1247,North America,,,,glot
20029,,rock1234,Rockhampton-Gladstone,family,,Pama-Nyungan,,,,,glot
20030,,roco1235,Rocorona,language,,chap1271,South America,BO,-12.683215,-63.9917,glot
20031,,rodi1239,Rodiya,dialect,,Indo-European,Eurasia,,,,glot
20032,,rodo1240,Rodosto,dialect,,Indo-European,Eurasia,,,,glot
20033,,rofi1238,Rofia,dialect,,Atlantic-Congo,Africa,,,,glot
20034,,roge1238,Rogede,dialect,,Afro-Asiatic,Africa,,,,glot
20035,rog,nort2994,Roglai (Northern),language,Malayo-Sumbawan,Austronesian,Eurasia,VN,12.1666666667,108.833333333,wals1
20036,rod,rogo1238,Rogo,language,,Atlantic-Congo,Africa,NG,10.56,6.946,glot
20037,,rogo1239,Rogo-Sagamuk-Sama-Sambuga,family,,Atlantic-Congo,,,,,glot
20038,,rogo1240,Rogoro,dialect,,Atlantic-Congo,Africa,,,,glot
20039,,rogu1236,Rogue River,family,,atha1245,,,,,glot
20040,rhg,rohi1238,Rohingya,language,,Indo-European,Eurasia,BD MM TH,20.833082,92.393968,glot
20041,,roho1238,Rohomoni,dialect,,Austronesian,Papunesia,,,,glot
20042,,rohr1238,Rohruri,dialect,,Indo-European,Eurasia,,,,glot
20043,,rokk1238,Rok,dialect,,Austroasiatic,Eurasia,,,,glot
20044,,rokh1238,Rokhung,dialect,,Sino-Tibetan,Eurasia,,,,glot
20045,,rolo1241,Rolong,dialect,,Atlantic-Congo,Africa,,,,glot
20046,rmm,roma1332,Roma,language,,Austronesian,Papunesia,ID,-7.58643,127.428,glot
20047,,roma1336,Romacilikanes,dialect,,Indo-European,Eurasia,,,,glot
20048,rgn,roma1328,Romagnol,language,,Indo-European,Eurasia,IT,44.2349,11.7189,glot
20049,rmx,roma1331,Romam,language,,Austroasiatic,Eurasia,VN,14.34,107.447,glot
20050,,roma1334,Romance,family,,Indo-European,,,44.0,12.0,glot
20051,,roma1335,Romance-based pidgin,family,,pidg1258,,,,,glot
20052,rom,roma1329,Romani,family,,Indo-European,,RO,,,glot
20053,rmn,balk1252,Romani (Ajia Varvara),language,Indic,Indo-European,Eurasia,GR,38.0,23.5833333333,wals1
20054,rmn,balk1252,Romani (Bugurdzi),language,Indic,Indo-European,Eurasia,RS,42.6666666667,21.1666666667,wals1
20055,rmo,sint1235,Romani (Burgenland),language,Indic,Indo-European,Eurasia,AT,47.5,16.5,wals1
20056,rmy,vlax1238,Romani (Kalderash),language,Indic,Indo-European,Eurasia,RS,45.0,21.0,wals1
20057,rmy,vlax1238,Romani (Lovari),language,Indic,Indo-European,Eurasia,RO HU,47.0,21.5,wals1
20058,rml,balt1257,Romani (North Russian),language,Indic,Indo-European,Eurasia,RU,60.0,38.0,wals1
20059,,,Romani (Sepecides),language,Indic,Indo-European,,TR,38.25,27.0,wals1
20060,rmw,wels1246,Romani (Welsh),language,Indic,Indo-European,Eurasia,GB,52.0,-4.0,wals1
20061,ron,roma1327,Romanian,language,Romance,Indo-European,Eurasia,RO,46.0,25.0,wals1
20062,,roma1333,Romanian Pidgin Arabic,language,,pidg1258,Eurasia,IQ,,,glot
20063,rms,roma1324,Romanian Sign Language,language,,,Eurasia,,44.9292,26.2924,glot
20064,,roma1337,Romano,dialect,,Indo-European,Eurasia,,,,glot
20065,rge,roma1240,Romano-Greek,language,,Indo-European,Eurasia,GR,38.6347,23.2164,glot
20066,rsb,roma1241,Romano-Serbian,language,,mixe1287,Eurasia,RS,45.2552,20.3762,glot
20067,rmv,roma1338,Romanova,language,,,North America,,,,glot
20068,roh,roma1326,Romansch,language,Romance,Indo-European,Eurasia,CH,46.6666666667,9.16666666667,wals1
20069,roh,roma1326,Romansch (Scharans),language,Romance,Indo-European,Eurasia,CH,46.75,9.5,wals1
20070,roh,roma1326,Romansch (Surmeiran),language,Romance,Indo-European,Eurasia,CH,46.5833333333,9.75,wals1
20071,roh,roma1326,Romansch (Sursilvan),language,Romance,Indo-European,Eurasia,CH,46.6666666667,8.83333333333,wals1
20072,roh,roma1326,Romansh,language,,Indo-European,Eurasia,AT CH IT,46.5538,9.92812,glot
20073,rol,romb1245,Romblomanon,language,,Austronesian,Papunesia,PH,12.4047,122.56,glot
20074,,romb1246,Romblon,dialect,,Austronesian,Papunesia,,,,glot
20075,rof,romb1244,Rombo,language,,Atlantic-Congo,Africa,KE TZ,-3.07772,37.5382,glot
20076,rmk,romk1240,Romkun,language,,lowe1437,Papunesia,PG,-4.58919,144.689,glot
20077,,tran1280,Romungro,dialect,,Indo-European,Eurasia,,,,glot
20078,cla,ronn1241,Ron,language,West Chadic,Afro-Asiatic,Africa,NG,9.0,8.75,wals1
20079,,ronc1236,Roncalese,dialect,,basq1248,Eurasia,,,,glot
20080,,rond1238,Rondu,dialect,,Indo-European,Eurasia,,,,glot
20081,,rong1265,Rong Kethang,dialect,,Sino-Tibetan,Eurasia,,,,glot
20082,rng,rong1268,Ronga,language,,Atlantic-Congo,Africa,MZ ZA,-26.7329,32.6167,glot
20083,,rong1271,Rongcheng Mandarin,dialect,,Sino-Tibetan,Eurasia,,37.130642,122.434269,glot
20084,ror,rong1269,Rongga,language,,Austronesian,Papunesia,ID,-8.84604,120.702,glot
20085,,rong1270,Rongkong,dialect,,Austronesian,Papunesia,,,,glot
20086,nbu,rong1266,Rongmei Naga,language,,Sino-Tibetan,Eurasia,IN,25.098,93.7869,glot
20087,rnp,rong1264,Rongpo,language,,Sino-Tibetan,Eurasia,IN,30.528,79.567,glot
20088,,roni1235,Ronic,family,,Afro-Asiatic,,,,,glot
20089,roe,ronj1237,Ronji,language,,Austronesian,Papunesia,PG,-5.80782,146.731,glot
20090,,ronr1238,Ronrang,dialect,,Sino-Tibetan,Eurasia,,,,glot
20091,rnn,roon1237,Roon,language,,Austronesian,Papunesia,ID,-2.43005,134.556,glot
20092,,roos1235,Roosevelt,family,,namb1299,,,,,glot
20093,,root1238,Rootigaanga,dialect,,nilo1247,Africa,,,,glot
20094,,roqu1234,Roquetas Pidgin Spanish,language,,pidg1258,Eurasia,ES,,,glot
20095,,rorr1238,Ror,dialect,,Atlantic-Congo,Africa,,,,glot
20096,rro,waim1251,Roro,language,Oceanic,Austronesian,Papunesia,PG,-8.75,146.583333333,wals1
20097,,roro1238,Roro,dialect,,Austronesian,Papunesia,,,,glot
20098,,rosa1238,Rosarito Cora,dialect,,Uto-Aztecan,North America,,,,glot
20099,,rosh1238,Roshani-Khufi,dialect,,Indo-European,Eurasia,,,,glot
20100,,roso1237,Roso,dialect,,Austronesian,Papunesia,,,,glot
20101,,ross1234,Rossellonès,dialect,,Indo-European,Eurasia,,,,glot
20102,,rost1234,Rostamabadi,dialect,,Indo-European,Eurasia,,,,glot
20103,,rota1237,Rotanese Chamorro,dialect,,Austronesian,Papunesia,,,,glot
20104,,rote1234,Rote-Meto,family,,Austronesian,,,,,glot
20105,wrw,gugu1256,Roth's Gugu Warra,language,,Pama-Nyungan,Australia,AU,-12.713,142.569,glot
20106,twu,term1237,Roti,language,Central Malayo-Polynesian,Austronesian,Papunesia,ID,-10.6666666667,123.25,wals1
20107,,roti1238,Roti,dialect,,Austronesian,Papunesia,,,,glot
20108,roo,roto1249,Rotokas,language,West Bougainville,West Bougainville,Papunesia,PG,-6.0,155.166666667,wals1
20109,,roto1248,Rotokas-Askopan,family,,nort2933,,,,,glot
20110,rtm,rotu1241,Rotuman,language,Oceanic,Austronesian,Papunesia,FJ,-12.5,177.066666667,wals1
20111,,roua1238,Roua,dialect,,Afro-Asiatic,Africa,,,,glot
20112,,rout1237,Routa,dialect,,Austronesian,Papunesia,,,,glot
20113,rug,rovi1238,Roviana,language,Oceanic,Austronesian,Papunesia,SB,-8.25,157.333333333,wals1
20114,,rovi1239,Rovianic,family,,Austronesian,,,,,glot
20115,,roxb1234,Roxburgh Scots,dialect,,Indo-European,Eurasia,,,,glot
20116,,roya1234,Royal Bafut,dialect,,Atlantic-Congo,Africa,,,,glot
20117,,roca1234,Roçado Nadëb,dialect,,nada1235,South America,,,,glot
20118,,rram1234,Rramaneshti,dialect,,Indo-European,Eurasia,,,,glot
20119,,rrkp1234,Rrkphadha,dialect,,cent2225,Africa,,,,glot
20120,,daof1238,Rtau,dialect,,Sino-Tibetan,Eurasia,,,,glot
20121,,rtse1234,Rtsekhog,dialect,,Sino-Tibetan,Eurasia,,,,glot
20122,,ruaa1237,Rua,dialect,,Austronesian,Papunesia,,,,glot
20123,,rual1239,Rual,dialect,,east2503,Papunesia,,,,glot
20124,,kire1239,Ruboni,family,,lowe1437,,,,,glot
20125,,rucc1239,Ruc,dialect,,Austroasiatic,Eurasia,,17.68293,105.7841,glot
20126,pce,ruch1235,Ruching Palaung,language,,Austroasiatic,Eurasia,CN MM TH,21.6176,98.0915,glot
20127,,rucu1237,Rucuyen,dialect,,cari1283,South America,,,,glot
20128,,ruda1234,Rudani,dialect,,Indo-European,Eurasia,,,,glot
20129,,ruda1235,Rudashti,dialect,,Indo-European,Eurasia,,,,glot
20130,rdb,rudb1238,Rudbari,language,,Indo-European,Eurasia,IR,37.0878,49.8801,glot
20131,,rudb1239,Rudbāri (Halilrud),dialect,,Indo-European,Eurasia,,,,glot
20132,,ruee1238,Rue,dialect,,Atlantic-Congo,Africa,,,,glot
20133,rui,rufi1234,Rufiji,language,,,Africa,,-7.99059,38.7133,glot
20134,,rufi1235,Rufiji-Ruvuma,family,,Atlantic-Congo,,,,,glot
20135,,rufi1236,Rufijic,family,,Atlantic-Congo,,,,,glot
20136,,rufu1238,Rufumbira,dialect,,Atlantic-Congo,Africa,,,,glot
20137,ruh,ruga1238,Ruga,language,,Sino-Tibetan,Eurasia,IN,25.506,91.469,glot
20138,,ruhu1238,Ruhu,dialect,,Atlantic-Congo,Africa,,,,glot
20139,dru,ruka1240,Rukai,language,,Austronesian,Papunesia,TW,22.7738,120.844,glot
20140,dru,ruka1240,Rukai (Tanan),language,Rukai,Austronesian,Papunesia,TW,22.8333333333,120.833333333,wals1
20141,,ruko1238,Rukonjo,dialect,,Atlantic-Congo,Africa,,,,glot
20142,,ruku1240,Rukubic,family,,Atlantic-Congo,,,,,glot
20143,,ruku1239,Rukul,dialect,,Atlantic-Congo,Africa,NG,,,glot
20144,,rumm1238,Rum,dialect,,Afro-Asiatic,Africa,,,,glot
20145,ruz,ruma1250,Ruma,language,,,Africa,,10.571,8.21883,glot
20146,,ruma1249,Ruma (Korku),dialect,,Austroasiatic,Eurasia,,,,glot
20147,rbb,ruma1248,Rumai Palaung,language,,Austroasiatic,Eurasia,CN MM,23.6404,97.3172,glot
20148,,ruma1251,Rumanau,dialect,,Austronesian,Papunesia,,,,glot
20149,,ruma1247,Rumantsch Grischun,dialect,,Indo-European,Eurasia,,,,glot
20150,,rumb1239,Rumberpon,dialect,,Austronesian,Papunesia,,,,glot
20151,,rumb1240,Rumbia,dialect,,Austronesian,Papunesia,,,,glot
20152,,rume1240,Rumelian,dialect,,Indo-European,Eurasia,,,,glot
20153,,pasp1238,Rumelian Romani,dialect,,Indo-European,Eurasia,,,,glot
20154,bgx,balk1254,Rumelian Turkish,language,,Turkic,Eurasia,GR MK TR,41.170545,24.44567,glot
20155,,rums1243,Rumsen,dialect,,miwo1274,North America,,,,glot
20156,css,sout2986,Rumsien,language,Costanoan,Penutian,North America,US,37.0,-122.0,wals1
20157,klq,rumu1243,Rumu,language,Turama-Kikorian,Turama-Kikorian,Papunesia,PG,-7.16666666667,144.25,wals1
20158,,rumu1242,Rumuji,dialect,,Atlantic-Congo,Africa,,,,glot
20159,rna,runa1235,Runa,language,,,South America,,2.74999,-76.5,glot
20160,run,rund1242,Rundi,language,,Atlantic-Congo,Africa,BI CD RW TZ UG,-2.94,29.97,glot
20161,,rund1241,Rundi-Kitwa,language,,Atlantic-Congo,Africa,RW,-3.022268,29.485248,glot
20162,,rund1243,Rundum,dialect,,Austronesian,Papunesia,,,,glot
20163,rou,rung1258,Runga,language,Maban,Maban,Africa,TD CF,10.3333333333,21.0,wals1
20164,,rung1257,Runga-Kibet,family,,maba1274,,,,,glot
20165,,rung1256,Rungu,dialect,,Atlantic-Congo,Africa,,,,glot
20166,drg,rung1259,Rungus,language,,Austronesian,Papunesia,MY,6.83989,116.743,glot
20167,,rung1260,Rungus-Mangkaak-Labuk,family,,Austronesian,,,,,glot
20168,rnw,rung1255,Rungwa,language,,Atlantic-Congo,Africa,TZ,-7.24959,31.7614,glot
20169,nyn,nyan1307,Runyankore,language,Bantoid,Niger-Congo,Africa,UG,-0.5,30.5,wals1
20170,nyo,nyor1246,Runyoro-Rutooro,language,Bantoid,Niger-Congo,Africa,UG,1.5,31.3333333333,wals1
20171,,rupp1234,Rup,dialect,,Indo-European,Eurasia,,,,glot
20172,,rupa1234,Rupa,dialect,,Sino-Tibetan,Eurasia,IN,27.2029222,92.3970446,glot
20173,,rupi1234,Rupini,dialect,,Sino-Tibetan,Eurasia,,,,glot
20174,,rura1252,Rural African American Vernacular English,dialect,,Indo-European,Eurasia,,,,glot
20175,,rura1250,Rural Central Maltese,dialect,,Afro-Asiatic,Eurasia,,,,glot
20176,,rura1251,Rural East Maltese,dialect,,Afro-Asiatic,Eurasia,,,,glot
20177,,rura1239,Rural Peshawar Hindko,dialect,,Indo-European,Eurasia,,,,glot
20178,,rura1249,Rural West Maltese,dialect,,Afro-Asiatic,Eurasia,,,,glot
20179,,ruri1238,Ruri,dialect,,Atlantic-Congo,Africa,,,,glot
20180,,ruru1237,Rurutu,dialect,,Austronesian,Papunesia,,,,glot
20181,sgh,shug1248,Rushan,language,Iranian,Indo-European,Eurasia,TJ AF,38.1666666667,71.5,wals1
20182,,rush1239,Rushani,dialect,,Indo-European,Eurasia,AF TJ,38.07829,71.58549,glot
20183,,russ1267,Russenorsk,language,,pidg1258,Eurasia,NO SJ,70.662,23.681,glot
20184,bxr,russ1264,Russia Buriat,language,,Mongolic-Khitan,Eurasia,MN RU,50.8533,105.564,glot
20185,rus,russ1263,Russian,language,Slavic,Indo-European,Eurasia,RU,56.0,38.0,wals1
20186,,russ1266,Russian River,family,,pomo1273,,,,,glot
